High,Low,Open,Close,Volume,Adj Close
148.1999969482422,145.10000610351562,145.2899932861328,148.1999969482422,9502100,148.1999969482422
147.89999389648438,146.0500030517578,146.39999389648438,146.5,7320200,146.5
146.02999877929688,144.30999755859375,145.5399932861328,145.64999389648438,8262500,145.64999389648438
146.8699951171875,145.4199981689453,145.99000549316406,145.6999969482422,6906500,145.6999969482422
146.1300048828125,144.82000732421875,145.49000549316406,145.39999389648438,6984200,145.39999389648438
146.6300048828125,144.61000061035156,146.47000122070312,144.8300018310547,6664200,144.8300018310547
145.5,144.25999450683594,145.3000030517578,144.6199951171875,5152500,144.6199951171875
144.75,143.36000061035156,144.75,143.8800048828125,9921300,143.8800048828125
146.72000122070312,142.2899932861328,143.41000366210938,145.1999969482422,14839100,145.1999969482422
145.7100067138672,143.92999267578125,145.7100067138672,144.32000732421875,6818200,144.32000732421875
145.42999267578125,144.44000244140625,145.08999633789062,145.1199951171875,6948400,145.1199951171875
145.63999938964844,144.00999450683594,145.5399932861328,144.3300018310547,10355300,144.3300018310547
144.58999633789062,143.00999450683594,144.24000549316406,143.55999755859375,9250200,143.55999755859375
144.7899932861328,143.5399932861328,144.4499969482422,144.00999450683594,7550000,144.00999450683594
143.61000061035156,140.64999389648438,143.60000610351562,142.1999969482422,11082000,142.1999969482422
142.25,139.1999969482422,141.39999389648438,140.0800018310547,13076300,140.0800018310547
137.72999572753906,135.0,135.86000061035156,135.89999389648438,12831800,135.89999389648438
138.92999267578125,135.86000061035156,136.5,138.3699951171875,10390000,138.3699951171875
138.67999267578125,135.7899932861328,138.60000610351562,136.05999755859375,9382700,136.05999755859375
137.85000610351562,134.8300018310547,135.08999633789062,137.80999755859375,11847300,137.80999755859375
138.6699981689453,137.05999755859375,138.39999389648438,138.30999755859375,12379100,138.30999755859375
141.82000732421875,139.75,139.7899932861328,141.32000732421875,12660000,141.32000732421875
145.58999633789062,143.25,145.49000549316406,144.72999572753906,23519700,144.72999572753906
147.3000030517578,138.57000732421875,146.60000610351562,141.3699951171875,27824100,141.3699951171875
143.9499969482422,141.22000122070312,141.9199981689453,142.6999969482422,9504600,142.6999969482422
141.99000549316406,140.1199951171875,141.88999938964844,141.02000427246094,10948900,141.02000427246094
142.58999633789062,140.4600067138672,141.02999877929688,142.58999633789062,8162100,142.58999633789062
142.99000549316406,140.4600067138672,142.85000610351562,141.00999450683594,10790100,141.00999450683594
142.22000122070312,140.8699951171875,141.33999633789062,141.85000610351562,8168200,141.85000610351562
141.89999389648438,140.82000732421875,141.1699981689453,140.89999389648438,7543100,140.89999389648438
141.27999877929688,139.1300048828125,141.10000610351562,139.5399932861328,9110500,139.5399932861328
139.66000366210938,138.10000610351562,139.02000427246094,139.13999938964844,8214900,139.13999938964844
141.8699951171875,139.22999572753906,139.6300048828125,141.3000030517578,7080900,141.3000030517578
141.6300048828125,138.85000610351562,141.6300048828125,140.3699951171875,5981700,140.3699951171875
139.8800048828125,138.5800018310547,139.86000061035156,138.97000122070312,7725800,138.97000122070312
134.44000244140625,131.2100067138672,132.89999389648438,133.00999450683594,19336500,133.00999450683594
133.94000244140625,127.9800033569336,133.75,128.19000244140625,21032500,128.19000244140625
128.3699951171875,122.12999725341797,126.12000274658203,123.36000061035156,31195900,123.36000061035156
122.9000015258789,117.91999816894531,119.80999755859375,118.04000091552734,30827500,118.04000091552734
118.30999755859375,113.20999908447266,114.51000213623047,117.6500015258789,35453800,117.6500015258789
119.9800033569336,116.02999877929688,119.12999725341797,119.9800033569336,21775900,119.9800033569336
121.77999877929688,115.1500015258789,121.1500015258789,116.44999694824219,19529700,116.44999694824219
119.23999786376953,115.4800033569336,118.95999908447266,119.18000030517578,13842100,119.18000030517578
116.95999908447266,112.11000061035156,116.86000061035156,113.9800033569336,22397200,113.9800033569336
115.87000274658203,110.31999969482422,110.76000213623047,115.2699966430664,22899600,115.2699966430664
110.43000030517578,104.27999877929688,108.69000244140625,104.3499984741211,26233600,104.3499984741211
111.58000183105469,102.43000030517578,108.0999984741211,111.45999908447266,24083700,111.45999908447266
108.9000015258789,102.86000061035156,108.41999816894531,105.51000213623047,24771300,105.51000213623047
100.0,91.63999938964844,97.62000274658203,91.80999755859375,40392900,91.80999755859375
102.87000274658203,92.25,100.77999877929688,102.5199966430664,40960100,102.5199966430664
98.27999877929688,90.0,91.80000305175781,95.01000213623047,35379500,95.01000213623047
97.45999908447266,91.1500015258789,95.80000305175781,93.52999877929688,27526200,93.52999877929688
89.33999633789062,79.06999969482422,87.58999633789062,88.80000305175781,43592500,88.80000305175781
97.4000015258789,85.11000061035156,88.0,94.93000030517578,30866800,94.93000030517578
96.98999786376953,85.83999633789062,95.98999786376953,85.9800033569336,31957800,85.9800033569336
87.27999877929688,81.08999633789062,84.48999786376953,85.76000213623047,32246600,85.76000213623047
99.16999816894531,91.80000305175781,92.33000183105469,98.12000274658203,32538100,98.12000274658203
105.91999816894531,95.51000213623047,100.66000366210938,100.7300033569336,28533000,100.7300033569336
107.7300033569336,100.80000305175781,100.83000183105469,105.36000061035156,24520300,105.36000061035156
101.48999786376953,95.54000091552734,100.44999694824219,96.4000015258789,30591500,96.4000015258789
100.45999908447266,92.0999984741211,96.0,99.80000305175781,23119200,99.80000305175781
103.16000366210938,96.16000366210938,100.22000122070312,96.5999984741211,21563200,96.5999984741211
97.4000015258789,92.55999755859375,93.5,94.91999816894531,18303900,94.91999816894531
97.26000213623047,94.19999694824219,94.19999694824219,96.97000122070312,13936500,96.97000122070312
